domain,availability,registrar,expiry,link_count,years_seen,genre,memo,sample_anchor,sample_source_url,whois_excerpt
htv-net.ne.jp,unknown,,,1,2002,,,http://www.htv-net.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
icn-tv.ne.jp,unknown,,,1,2002,,,http://www.icn-tv.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
icnet.ne.jp,unknown,,,1,2002,,,http://www.icnet.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
icntv.ne.jp,unknown,,,1,2002,,,http://www.icntv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ict.ne.jp,unknown,,,1,2002,,,http://www.ict.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ictnet.co.jp,unknown,,,1,2002,,,http://www.ictnet.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ictv.ne.jp,unknown,,,1,2002,,,http://www.ictv.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
icv.ne.jp,unknown,,,1,2002,,,http://www.icv.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
iijnet.or.jp,unknown,,,1,2002,,,http://www.iijnet.or.jp/JSAT/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ise-ics.co.jp,unknown,,,1,2002,,,http://www.ise-ics.co.jp/ hometown/iinan/ciao.html,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
islands.ne.jp,unknown,,,1,2002,,,http://www.islands.ne.jp/ uoshima/catv.html,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
jeita.or.jp,unknown,,,1,2002,,,http://www.jeita.or.jp/,http://www.eiseihoso.org:80/aboutus/main005.html,[ JPRS database provides information on network administration. Its use is    ]
jpc.co.jp,unknown,,,1,2002,,,http://www.jpc.co.jp/whatjpc.html,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
jvc-victor.co.jp,unknown,,,1,2002,,,http://www.jvc-victor.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kawaguchiko.ne.jp,unknown,,,1,2002,,,http://www.kawaguchiko.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kcb.co.jp,unknown,,,1,2002,,,http://www.kcb.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kcn-tv.ne.jp,unknown,,,1,2002,,,http://www.kcn-tv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kctv.co.jp,unknown,,,1,2002,,,http://www.kctv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kinet-tv.ne.jp,unknown,,,1,2002,,,http://www.kinet-tv.ne.jp/top.html,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kit-manzox.co.jp,unknown,,,1,2002,,,http://www.kit-manzox.co.jp,http://www.eiseihoso.org:80/cgi-bin/cs/007ent/top.cgi,[ JPRS database provides information on network administration. Its use is    ]
kitanet.co.jp,unknown,,,1,2002,,,http://www.kitanet.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
kumin.ne.jp,unknown,,,1,2002,,,http://www.kumin.ne.jp/kumin,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
mable.co.jp,unknown,,,1,2002,,,http://www.mable.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
matsushita.co.jp,unknown,,,1,2002,,,http://www.matsushita.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
mcat.co.jp,unknown,,,1,2002,,,http://www.mcat.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
mct.ne.jp,unknown,,,1,2002,,,http://www.mct.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
mctv.ne.jp,unknown,,,1,2002,,,http://www.mctv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
melco.co.jp,unknown,,,1,2002,,,http://www.melco.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
miharu.co.jp,unknown,,,1,2002,,,http://www.miharu.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
mytv.co.jp,unknown,,,1,2002,,,http://www.mytv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
nankai.co.jp,unknown,,,1,2002,,,http://www.nankai.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
nava21.co.jp,unknown,,,1,2002,,,http://www.nava21.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
nctv.co.jp,unknown,,,1,2002,,,http://www.nctv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ncv-y.co.jp,unknown,,,1,2002,,,http://www.ncv-y.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ncv.ne.jp,unknown,,,1,2002,,,http://www.ncv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
nec.co.jp,unknown,,,1,2002,,,http://www.nec.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
nhk-sw.co.jp,unknown,,,1,2002,,,http://www.nhk-sw.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
nikkei-cnbc.co.jp,unknown,,,1,2002,,,http://www.nikkei-cnbc.co.jp,http://www.eiseihoso.org:80/cgi-bin/cs/008news/top.cgi?start=10&key=,[ JPRS database provides information on network administration. Its use is    ]
nns-catv.co.jp,unknown,,,1,2002,,,http://www.nns-catv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
oct-net.ne.jp,unknown,,,1,2002,,,http://www.oct-net.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
octv.ne.jp,unknown,,,1,2002,,,http://www.octv.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ogaki-tv.co.jp,unknown,,,1,2002,,,http://www.ogaki-tv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
omp.co.jp,unknown,,,1,2002,,,http://www.omp.co.jp/,http://www.eiseihoso.org:80/aboutus/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
rcn.ne.jp,unknown,,,1,2002,,,http://www.rcn.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
rosenet.ne.jp,unknown,,,1,2002,,,http://www.rosenet.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
s-cnet.ne.jp,unknown,,,1,2002,,,http://www.s-cnet.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
scatv.ne.jp,unknown,,,1,2002,,,http://www.scatv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
shimabara.ne.jp,unknown,,,1,2002,,,http://www.shimabara.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
shoku-chan.com@,unknown,,,1,2002,,,http://www.shoku-chan.com@,http://www.eiseihoso.org:80/cgi-bin/cs/009hobby/top.cgi,No whois server is known for this kind of object.
shopchannel.co.jp,unknown,,,1,2002,,,http://www.shopchannel.co.jp/,http://www.eiseihoso.org:80/cgi-bin/cs/012shopping/top.cgi,[ JPRS database provides information on network administration. Its use is    ]
spaceshowertv.com@,unknown,,,1,2002,,,http://www.spaceshowertv.com@,http://www.eiseihoso.org:80/cgi-bin/member/top.cgi?start=60&key=,No whois server is known for this kind of object.
starcat.co.jp,unknown,,,1,2002,,,http://www.starcat.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
super-ch.com@,unknown,,,1,2002,,,http://www.super-ch.com@,http://www.eiseihoso.org:80/cgi-bin/cs/003drama/top.cgi,No whois server is known for this kind of object.
t-catv.co.jp,unknown,,,1,2002,,,http://www.t-catv.co.jp/.,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
t-net.ne.jp,unknown,,,1,2002,,,http://www.t-net.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tac-net.co.jp,unknown,,,1,2002,,,http://www.tac-net.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tamatele.co.jp,unknown,,,1,2002,,,http://www.tamatele.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tcn-catv.co.jp,unknown,,,1,2002,,,http://www.tcn-catv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tctvnet.co.jp,unknown,,,1,2002,,,http://www.tctvnet.co.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tees.ne.jp,unknown,,,1,2002,,,http://www.tees.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tmtv.ne.jp,unknown,,,1,2002,,,http://www.tmtv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
toptower.co.jp,unknown,,,1,2002,,,http://www.toptower.co.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
toua-u.ac.jp,unknown,,,1,2002,,,http://www.toua-u.ac.jp/univcs/,http://www.eiseihoso.org:80/cgi-bin/cs/010learn/top.cgi,[ JPRS database provides information on network administration. Its use is    ]
town.takino.hyogo.jp,unknown,,,1,2002,,,http://www.town.takino.hyogo.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ttv.ne.jp,unknown,,,1,2002,,,http://www.ttv.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tulipnet.co.jp,unknown,,,1,2002,,,http://www.tulipnet.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tvg.ne.jp,unknown,,,1,2002,,,http://www.tvg.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tvk.ne.jp,unknown,,,1,2002,,,http://www.tvk.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tvm.co.jp,unknown,,,1,2002,,,http://www.tvm.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tvoyama.ne.jp,unknown,,,1,2002,,,http://www.tvoyama.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
tvt.ne.jp,unknown,,,1,2002,,,http://www.tvt.ne.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ucatv.ne.jp,unknown,,,1,2002,,,http://www.ucatv.ne.jp/catv,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
wainet.co.jp,unknown,,,1,2002,,,http://www.wainet.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
watv.ne.jp,unknown,,,1,2002,,,http://www.watv.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
web-sanin.co.jp,unknown,,,1,2002,,,http://www.web-sanin.co.jp/ local/nita/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
winknet.ne.jp,unknown,,,1,2002,,,http://www.winknet.ne.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
ztv.co.jp,unknown,,,1,2002,,,http://www.ztv.co.jp,http://www.eiseihoso.org:80/guide/main003-02.html,[ JPRS database provides information on network administration. Its use is    ]
jskysports.com,taken,MarkMonitor Inc.,2026-11-04T11:58:46Z,5,2002,,,http://www.jskysports.com,http://www.eiseihoso.org:80/cgi-bin/cs/005sports/top.cgi,Domain Name: JSKYSPORTS.COM
v135.com,taken,"eName Technology Co., Ltd.",2026-10-28T02:59:30Z,3,2002,,,http://www.v135.com,http://www.eiseihoso.org:80/cgi-bin/cs/001ppv/top.cgi?start=30&key=,Domain Name: V135.COM
access-tv.net,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2026-05-10T08:53:17Z,2,2002,,,http://www.access-tv.net,http://www.eiseihoso.org:80/cgi-bin/cs/008news/top.cgi,Domain Name: ACCESS-TV.NET
classica-jp.com,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2026-08-07T09:27:42Z,2,2002,,,http://www.classica-jp.com,http://www.eiseihoso.org:80/cgi-bin/cs/006music/top.cgi,Domain Name: CLASSICA-JP.COM
clubdam.com,taken,"Japan Registry Services Co., Ltd.",2027-04-19T14:23:58Z,2,2002,,,http://www.clubdam.com/starkaraoke,http://www.eiseihoso.org:80/cgi-bin/cs/006music/top.cgi,Domain Name: CLUBDAM.COM
e-tenki.net,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2027-02-28T06:27:55Z,2,2002,,,http://www.e-tenki.net,http://www.eiseihoso.org:80/cgi-bin/cs/008news/top.cgi,Domain Name: E-TENKI.NET
foxjapan.com,taken,"GoDaddy Corporate Domains, LLC",2026-11-19T05:00:00Z,2,2002,,,http://www.foxjapan.com,http://www.eiseihoso.org:80/cgi-bin/cs/007ent/top.cgi?start=10&key=,Domain Name: FOXJAPAN.COM
investation.com,taken,"GoDaddy.com, LLC",2026-11-04T19:33:41Z,2,2002,,,http://www.investation.com,http://www.eiseihoso.org:80/cgi-bin/cs/008news/top.cgi,Domain Name: INVESTATION.COM
kojima.net,taken,"Japan Registry Services Co., Ltd.",2026-05-10T04:00:00Z,2,2002,,,http://www.kojima.net/,http://www.eiseihoso.org:80/cgi-bin/cs/012shopping/top.cgi,Domain Name: KOJIMA.NET
qvcjp.com,taken,MarkMonitor Inc.,2027-06-16T14:18:44Z,2,2002,,,http://www.qvcjp.com/,http://www.eiseihoso.org:80/cgi-bin/cs/012shopping/top.cgi,Domain Name: QVCJP.COM
at-x.com,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2026-11-30T05:00:00Z,1,2002,,,http://www.at-x.com/,http://www.eiseihoso.org:80/cgi-bin/cs/004anime/top.cgi,Domain Name: AT-X.COM
edogawa.com,taken,Kagoya Japan Inc.,2026-09-22T04:00:00Z,1,2002,,,http://www.edogawa.com/cable-tv/,http://www.eiseihoso.org:80/guide/main003-02.html,Domain Name: EDOGAWA.COM
jidaigeki.com,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2027-02-15T06:58:46Z,1,2002,,,http://www.jidaigeki.com,http://www.eiseihoso.org:80/cgi-bin/cs/003drama/top.cgi,Domain Name: JIDAIGEKI.COM
jsat.net,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2027-01-06T09:21:16Z,1,2002,,,http://www.jsat.net/,http://www.eiseihoso.org:80/aboutus/main005.html,Domain Name: JSAT.NET
nihon-eiga.com,taken,"GMO Internet Group, Inc. d/b/a Onamae.com",2027-01-12T10:38:41Z,1,2002,,,http://www.nihon-eiga.com,http://www.eiseihoso.org:80/cgi-bin/cs/002cinema/top.cgi,Domain Name: NIHON-EIGA.COM
