domain,link_count,years_seen,first_seen,last_seen,sample_anchor,sample_source_url,is_alive,genre,memo
manzox.ch,2,2002,20020511041457,20021124060813,http://www.manzox.ch,http://www.eiseihoso.org:80/cgi-bin/cs/014adult/top.cgi?start=10&key=,False,,
medianox.co.jp,2,2002,20020308030322,20020308030322,http://medianox.co.jp,http://www.eiseihoso.org:80/cgi-bin/cs/014adult/top.cgi,False,,
music272.tv,2,2002,20020306005712,20020702220426,http://www.music272.tv,http://www.eiseihoso.org:80/cgi-bin/cs/006music/top.cgi,False,,
ohotuku26.or.jp,2,2002,20020302070423,20020302070423,http://www.ohotuku26.or.jp/,http://www.eiseihoso.org:80/guide/main003-02.html,False,,
pbj.co.jp,2,2002,20020308030322,20021124060813,http://www.pbj.co.jp,http://www.eiseihoso.org:80/cgi-bin/cs/014adult/top.cgi,False,,
qvcjp.com,2,2002,20020625171212,20020816212242,http://www.qvcjp.com/,http://www.eiseihoso.org:80/cgi-bin/cs/012shopping/top.cgi,False,,
rakutentv.co.jp,2,2002,20020430082315,20020816212242,http://www.rakutentv.co.jp/,http://www.eiseihoso.org:80/cgi-bin/cs/009hobby/top.cgi?start=10&key=,False,,
sado.co.jp,2,2002,20020302070423,20020302070423,http://www.sado.co.jp/st-net/,http://www.eiseihoso.org:80/guide/main003-02.html,False,,
samurai-tv.co.jp,2,2002,20020623183840,20020701062451,http://www.samurai-tv.co.jp,http://www.eiseihoso.org:80/cgi-bin/cs/005sports/top.cgi?start=10&key=,False,,
shoku-chan.com,2,2002,20020430031305,20020616145116,http://www.shoku-chan.com,http://www.eiseihoso.org:80/cgi-bin/member/top.cgi?start=10&key=,False,,
soumu.go.jp,2,2002,20020617001534,20020617001534,http://www.soumu.go.jp/joho_tsusin/joho_tsusin.html,http://www.eiseihoso.org:80/aboutus/main005.html,False,,
sports-i.co.jp,2,2002,20020511041457,20020622074619,http://www.sports-i.co.jp/,http://www.eiseihoso.org:80/cgi-bin/cs/005sports/top.cgi,False,,
tampa.co.jp,2,2002,20020823213245,20020823213245,http://tampa.co.jp,http://www.eiseihoso.org:80/cgi-bin/cs/015radio/top.cgi,False,,
toei.co.jp,2,2002,20020108234740,20020616145116,http://www.toei.co.jp/cs/,http://www.eiseihoso.org:80/cgi-bin/cs/002cinema/top.cgi,False,,
toppan.co.jp,2,2002,20020221041025,20020616145116,http://www.toppan.co.jp/multimedia/cs/,http://www.eiseihoso.org:80/cgi-bin/cs/008news/top.cgi,False,,
toshin.ac.jp,2,2002,20020221040920,20020221040920,http://www.toshin.ac.jp,http://www.eiseihoso.org:80/cgi-bin/cs/010learn/top.cgi,False,,
travelers-tv.com,2,2002,20020622152213,20020701062451,http://www.travelers-tv.com,http://www.eiseihoso.org:80/cgi-bin/cs/007ent/top.cgi,False,,
u-air.ac.jp,2,2002,20020221040920,20020823213245,http://www.u-air.ac.jp/hp,http://www.eiseihoso.org:80/cgi-bin/cs/010learn/top.cgi,False,,
