YCLID,コンバージョン名,コンバージョン発生日時,1コンバージョンあたりの価値,通貨コード
YSS.1001402587.EAIaIQobChMItfPo9rPelQMV9pHWCB2rjh67EAAYAiAAEgKDlPD_BwE,スカパーCV,20260719 183306,6000,JPY
